,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-72-017
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,OSCILLATIONS OF BUOY-CABLE MOORING SYSTEMS
3,Author:,"SMITH, CHARLES E"
4,,"DOMINGUEZ, R F"
5,Publication Year :,1972
6,Source Citation:,"PRESENTED AT: SYMPOSIUM ON FLOW-INDUCED STRUCTURAL VIBRATIONS INTERNATIONAL UNION OF THEORETICAL AND APPLIED MECHANICS AND THE INTERNATIONAL ASSOCIATION FOR HYDRAULIC RESEARCH, SECTION ON FUNDAMENTALS, KARLSRUHE, GERMANY, AUGUST 14-16, 1972"
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,ORESU-​R-​72-​017; SFISV P# F 3
9,Grant/Contract #:,NOAA SEA GRANT
