,MetadataField,Metadata
0,NSGL Document #:,ORESU-I-16-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Oregon's Working Waterfronts [mobile app]
3,Author:,"Farley, Mark"
4,Publication Year :,2016
5,Publisher:,Oregon Sea Grant
6,Publication Type:,"web/blog sites (topical), other web-based resources"
7,Program Report #:,ORESU-I-16-001
8,Project #:,A/ESG-13-IC2
9,Notes:,See ORESU-V-15-006 - ORESU-V-15-021 for video prescursors to this app
10,URL:,https://itunes.​apple.com/us/ap​p/oregons-​working-​waterfronts/id9​62972556?mt=8 (iTunes) https://play.go​ogle.com/store/​apps/details?id​=edu.oregonstat​e.cass.WorkingW​aterfrontsMobil​e (Google Play) http://nsgl.gso​.uri.edu/oresu/​oresuv15006_021​.html (To access related videos)
11,Abstract:,"Oregon’s Working Waterfronts app is an educational, guided tour of Coos Bay, North Bend, and Charleston, Oregon, developed by Oregon Sea Grant and Oregon State University. Packed with educational information and behind-​the-​scenes videos, this tour will give you a local's understanding of the waterfront and the people who work it."
