,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-03-024
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Salmonid ceratomyxosis
3,Author:,"Bartholomew, J. L."
4,Publication Year :,2003
5,Source Citation:,"""Suggested Procedures for the Detection and Identification of Certain Finfish and Shellfish Pathogens (Bluebook),"" 2003."
6,Publisher:,American Fisheries Society
7,# Pages / Video Length:,9
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-03-024
10,Project #:,R/FSD-26
