,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-85-008
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"PHOTOPERIOD AND DELAYED IMPLANTATION IN THE NORTHERN FUR SEAL (""CALLORHINUS URSINUS"")"
3,Author:,"TEMTE, J L"
4,Publication Year :,1985
5,Source Citation:,"JOURNAL OF REPRODUCTION AND FERTILITY, 73:127-131, 1985"
6,# Pages / Video Length:,5
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-85-008
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,REPRODUCTION
