,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-79-014
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,DIGITAL SIMULATION OF NONLINEAR RANDOM WAVES
3,Author:,"HUDSPETH, ROBERT T"
4,,"ASCE, M"
5,,"CHEN, MIN-CHU"
6,Publication Year :,1979
7,Source Citation:,"AMERICAN SOCIETY OF CIVIL ENGINEERS. JOURNAL OF THE WATERWAY, PORT, COASTAL AND OCEAN DIVISION, 105(WW1):67-85, FEBRUARY, 1979"
8,# Pages / Video Length:,19
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-79-014
11,Grant/Contract #:,NOAA SEA GRANT
