,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-77-018
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,PRIMARY AND SECONDARY EFFECTS OF STRESS IN FISH: SOME NEW DATA WITH A GENERAL REVIEW
3,Author:,"MAZEAUD, MADELEINE M"
4,,"MAZEAUD, FREDERIC"
5,,"DONALDSON, EDWARD MOSSOP"
6,Publication Year :,1977
7,Source Citation:,"AMERICAN FISHERIES SOCIETY. TRANSACTIONS, 106(03):201-​211, MAY, 1977"
8,# Pages / Video Length:,11
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-77-018
11,Grant/Contract #:,NOAA SEA GRANT
12,Abstract:,"PERTURBATIONS;C​OHO SALMON ""ONCORHYNCHUS KISUTCH""; SOCKEYE SALMON"
