,MetadataField,Metadata
0,NSGL Document #:,ORESU-X2-82-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"FROZEN SHELF-LIFE CHARACTERISTICS OF CONDENSED PHOSPHATE TREATED PACIFIC SHRIMP MEAT ""PANDALUS JORDANI"""
3,Author:,"CHU, TIEN-IU"
4,Publication Year :,1982
5,Publisher:,OSU
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X2-82-002
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,SHRIMP;STORAGE;​PRESERVATION;SH​ELFLIFE. See digital for thesis abstract.
