,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-82-010
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,ISOLATION AND CHARACTERIZATIO​N OF A NEW REOVIRUS FROM CHUM SALMON
3,Author:,"WINTON, J R"
4,,"LANNAN, C N"
5,,"FRYER, J L"
6,,"KIMURA, T"
7,Publication Year :,1982
8,Source Citation:,"NORTH PACIFIC AQUACULTURE SYMPOSIUM PROCEEDINGS, PP. 359-367, ANCHORAGE, ALASKA AUGUST 18-21, 1980 AND NEWPORT, OREGON, AUGUST 25-27, 1980"
9,# Pages / Video Length:,9
10,Publication Type:,reprints (not peer-reviewed)
11,Program Report #:,ORESU-R-82-010
12,Grant/Contract #:,NOAA SEA GRANT
13,Project #:,R/FSD-5
14,Abstract:,SALMON;VIRUS
