,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-86-047
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Mechanically coupled buoyant flaps: theory and experiment
3,Author:,"Sollitt, Charles K."
4,,"Lee, Chung-Pan"
5,,"McDougal, William G."
6,,"Perry, Thomas J."
7,Publication Year :,1986
8,Source Citation:,"""Twentieth Coastal Engineering Conference, Proceedings of the International Conference,"" pp. 2445-2459, Billy L. Edge, ed., Taipei, Taiwan, November 9-14, 1986."
9,# Pages / Video Length:,15
10,Publication Type:,reprints (not peer-reviewed)
11,Program Report #:,ORESU-R-86-047
12,Project #:,R/CE-18
