,MetadataField,Metadata
0,NSGL Document #:,OREXT-G-82-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Filleting tuna for canning
3,Author:,"Brookhyser, Evelyn"
4,,"Hilderbrand, Kenneth S. Jr."
5,Publication Year :,1982
6,Publisher:,Oregon State University Extension Service
7,# Pages / Video Length:,4
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,SG 73; OREXT-G-82-003
10,Grant/Contract #:,NOAA Sea Grant
11,Abstract:,"This publication describes one convenient way to prepare tuna for the ""raw pack"" home canning technique, taking advantage of the unique flavor you obtain by cooking the tuna in its own juices. KW: FILLET; TUNA; CANNING; PROCESSING."
