,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-86-007
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Acute metal toxicology of olfaction in coho salmon: behavior, receptors, and odor-metal complexation"
3,Author:,"Rehnberg, Bradley C."
4,,"Schreck, Carl B."
5,Publication Year :,1986
6,Source Citation:,"""Bulletin of Environmental Contamination and Toxicology,"" 36:579-586, 1986."
7,# Pages / Video Length:,8
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-86-007
10,Grant/Contract #:,NOAA SEA GRANT
