,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-11-014
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Careers in science investigation promo (online video)
3,Publication Year :,2011
4,# Pages / Video Length:,1 minute
5,Publication Type:,videos
6,Program Report #:,ORESU-V-11-014
7,Project #:,A/ESG-07
8,URL:,http://www.yout​ube.com/watch?v​=r09IHAl00Ak&lr​=1 http://hmsc.ore​gonstate.edu/vi​sitor/education​-​programs/career-​day
9,Abstract:,"Careers in Science Investigation is a full day program offered at the Hatfield Marine Science Center in Newport, Oregon for high-school aged students to explore careers in marine science. The program is offered multiple times a year, focuses on hands on experiences with working scientists and researchers. Visit URL for next dates. URL: http://hmsc.ore​gonstate.edu/vi​sitor/education​-​programs/career-​day"
