,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-72-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,MICROBIAL FLORA OF PACIFIC OYSTERS (CRASSOSTREA GIGAS) SUBJECTED TO ULTRAVIOLET- IRRADIATED SEAWATER
3,Author:,"VASCONCELOS, G J"
4,,"LEE, JONG SUN"
5,Publication Year :,1972
6,Source Citation:,"APPLIED MICROBIOLOGY, 23(01):11-16, JAN. 1972"
7,# Pages / Video Length:,6
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-​R-​72-​001; OSU AES TP# 3174
10,Grant/Contract #:,NOAA SEA GRANT
