,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-82-007
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"TRUE METABOLIZABLE ENERGY VALUE OF HYDROLYZED PACIFIC WHITING (""MERLUCCIUS PRODUCTUS"") AS DETERMINED WITH GELATIN CAPSULES IN ROOSTERS"
3,Author:,"BILGILI, S F"
4,,"ARSCOTT, G H"
5,,"KELLEMS, R"
6,Publication Year :,1982
7,Source Citation:,"NUTRITIONAL REPORTS INTERNATIONAL, 25(04):639-642, APRIL 1982"
8,# Pages / Video Length:,4
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-82-007
11,Grant/Contract #:,NOAA SEA GRANT
12,Project #:,R/PD-38
13,Abstract:,ENERGY;WHITING
