,MetadataField,Metadata
0,NSGL Document #:,CASG-G-11-010
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Spreading non-native species through the live-bait trade?
3,Author:,"Pernet, Bruno"
4,,"Johnson, Christina S."
5,Publication Year :,2011
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Project #:,C/P-1
9,Abstract:,"Several species of marine worms and crustaceans are routinely imported into California for use as live bait. The most common of these is the ghost shrimp (a translucent crayfish-like burrowing crustacean found in coastal mud flats along the West Coast). The goal of this project was to evaluate some of the potential risks associated with the live-bait trade, in terms of its potential to spread non-native bait species, their associated parasites, and ""hitchhiker"" species, which may be present in bait packing materials such as seaweed. A genetics study was also conducted to determine whether importing ghost shrimp from Washington and Oregon to California might ""genetically pollute"" southern populations."
