,MetadataField,Metadata
0,NSGL Document #:,ORESU-NR-12-010
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Communicating about climate change: it takes more than facts to reach agreement
3,Author:,"Cone, Joe"
4,Publication Year :,2012
5,Source Citation:,"""Terra: a World of Research and Creativity at Oregon State University,"" 7(2):7, Winter2012."
6,# Pages / Video Length:,1
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,ORESU-NR-12-010
9,Project #:,M/A-21
10,Abstract:,Communicating about climate change. It takes more than facts to reach agreement.
