,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-89-045
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Development, characterizatio​n, and use of monoclonal and polyclonal antibodies against the myxosporean, ""Ceratomyxa shasta."""
3,Author:,"Bartholomew, J. L."
4,,"Rohovec, J. S."
5,,"Fryer, J. L."
6,Publication Year :,1989
7,Source Citation:,"""Journal of Protozoology,"" 36(4):397-401, July-August 1989."
8,# Pages / Video Length:,5
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-89-045
11,Project #:,R/FSD-12
