,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-74-028
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,ECONOMIC IMPACT OF OUTDOOR RECREATION: WHAT HAVE WE LEARNED?
3,Author:,"STOEVENER, HERBERT H"
4,,"RETTIG, R BRUCE"
5,,"REILING, S D"
6,Publication Year :,1974
7,Source Citation:,"WATER AND COMMUNITY DEVELOPMENT SOCIAL AND ECONOMIC PERSPECTIVES, DONALD R. FIELD, JAMES C. BARRON, AND BURL F. LONG (EDS.), CHAPTER 12, PP . 235-255, 1974"
8,# Pages / Video Length:,21
9,Publication Type:,reprints (not peer-reviewed)
10,Program Report #:,ORESU-​R-​74-​028; OSU AES TP# 3614; ISBN 0-250-40038-3; NOAA-75103105
11,Grant/Contract #:,NOAA SEA GRANT
