,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-82-037
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,THE NORTHWEST'S HYDROELECTRIC HERITAGE: PROLOGUE TO THE PACIFIC NORTHWEST ELECTRIC POWER PLANNING AND CONSERVATION ACT
3,Author:,"BLUMM, MICHAEL C"
4,Publication Year :,1983
5,Source Citation:,"WASHINGTON LAW REVIEW, 58(02):175-244, 1983"
6,# Pages / Video Length:,70
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-82-037
9,Grant/Contract #:,NOAA SEA GRANT
10,Project #:,R/PPA-11
11,Notes:,This should have been given a 1983 document number.
12,Abstract:,HYDROELECTRIC;P​ACIFIC NORTHWEST;ELECT​RIC;POWER;
