,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-82-023
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,DIFFRACTION BY AXISYMMETRIC GREEN'S FUNCTION
3,Author:,"CHEN, MIN-CHU"
4,,"HUDSPETH, ROBERT T"
5,Publication Year :,1982
6,Source Citation:,"AMERICAN SOCIETY OF CIVIL ENGINEERS. JOURNAL OF THE WATERWAY, PORT, COASTAL AND OCEAN ENGINEERING, 109(01):117-​121, FEBRUARY 1983"
7,# Pages / Video Length:,5
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-82-023
10,Grant/Contract #:,NOAA SEA GRANT
11,Project #:,R/CE-4
12,Abstract:,DIFFRACTION;WAV​E;ENGINEERING
