,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-99-026
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Foreword--fish, markets, and fishermen: the economics of overfishing"
3,Author:,"Hanna, Susan"
4,Publication Year :,1999
5,Source Citation:,"""Fish, Markets, and Fishermen: the Economics of Overfishing,"" Suzanne Iudicello, Michael Weber, and Robert Wieland (eds.), pp. ix-xi, 1999."
6,Publisher:,Island Press
7,# Pages / Video Length:,3
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-99-026
10,Grant/Contract #:,NOAA Sea Grant
11,Project #:,R/OPF-48
