,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-00-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Understanding Tides
3,Author:,"Williamson, Eugene P."
4,Publication Year :,2000
5,Publisher:,OSU Sea Grant
6,# Pages / Video Length:,19
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,ORESU-G-00-001
9,Grant/Contract #:,NOAA Sea Grant
10,Project #:,A/ESG-4
11,Abstract:,"Newly revised and illustrated, this 20-page pamphlet describes the influences of the moon and the sun in producing tides, the variables affecting types of tides, and the roles of other factors such as winds and atmospheric pressure. The author, a high school science teacher, also looks at phenomena such as seiches and tidal currents that are associated with tides."
