,MetadataField,Metadata
0,NSGL Document #:,ORESU-H-99-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Preparation of salt brines for the fishing industry
3,Author:,"Hildebrand, K. S. Jr."
4,Publication Year :,1999
5,# Pages / Video Length:,4
6,Publication Type:,"handbooks, manuals, guides"
7,Program Report #:,ORESU-H-99-002
8,Project #:,A/ESG-4
9,Abstract:,The use of salt brine for refrigerants and fish curing is common in the seafood industry. It is important to understand a few basic principles to make and use brines properly. This bulletin attempts to point out some of those basic ideas and principles and provides charts that are useful to anyone who uses brines frequently.
