,MetadataField,Metadata
0,NSGL Document #:,ORESU-O-75-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Preliminary findings and recommendations to the Town of Hammond Parks and Recreation Commission concerning: moorage rates and the shortage of moorage space at the Town of Hammond boat basin
3,Author:,"Vars, R. Charles Jr."
4,Publication Year :,1975
5,Publisher:,OSU Sea Grant College Program
6,# Pages / Video Length:,5
7,Publication Type:,technical reports/surveys​/patents
8,Program Report #:,ORESU-O-75-004
9,Grant/Contract #:,NOAA Sea Grant
10,Project #:,R/CM-13
11,Abstract:,"A shortage of moorage space now exists at the small boat basin at Hammond, Oregon. The Town of Hammond Parks and Recreation Commission should increase and revise current moorage rates. The rates should rise only to levels approximately level to the long-run costs in current dollars! of providing moorage space at Hammond. The structure of moorage rates should be based on the moorage area occupied by each boat, not on boat length."
