,MetadataField,Metadata
0,NSGL Document #:,ORESU-T-93-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Recreational boating on the mid-Columbia River (St. Helens to The Dalles)
3,Author:,"Burr, Susan"
4,Publication Year :,1993
5,# Pages / Video Length:,159
6,Publication Type:,technical reports/surveys​/patents
7,Program Report #:,ORESU-T-93-001
8,Project #:,A/ESG-02
9,Abstract:,"This study (published in 1993) is the second of a three-part project to determine potential locations for public transient tie-up facilities along the Columbia River. The goal of the three studies is to identify opportunities for developing a network of facilities, which will enable recreational boaters to safely traverse Oregon's portion of the Columbia River."
