,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-76-024
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"AESTABDELLA GEN. N. (HIRUDINEA: PISCICOLIDAE) FOR ""JOHANSSONIA ABDITOVESICULAT​A"" MOORE 1952 AND ""ICHTHYOBDELLA PLATYCEPHALI"" INGRAM 1957"
3,Author:,"BURRESON, EUGENE M"
4,Publication Year :,1976
5,Source Citation:,"JOURNAL OF PARASITOLOGY, 62(05):789-792, OCT. 1976"
6,# Pages / Video Length:,4
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-76-024
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,LEECHES
