,MetadataField,Metadata
0,NSGL Document #:,ORESU-E-15-008
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Tidepools-​-​Rocky Reef--Marine Reserves [exhibit]
3,Author:,"Galleher, Stacy"
4,,"Walkingshaw, Allison"
5,Publication Year :,2015
6,# Pages / Video Length:,1
7,Publication Type:,educational materials
8,Program Report #:,ORESU-E-15-008
9,Abstract:,The visitor is asked through a series of questions to determine if they have proper tidepool etiquette. The exhibit also explains how Oregon's Marine Reserves are special places that have been set aside to protect animals and their homes.
