,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-73-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,AIRY WAVE THEORY AND BREAKER HEIGHT PREDICTION CHAPTER 20
3,Author:,"KOMAR, PAUL D"
4,,"GAUGHAN, MICHAEL K"
5,Publication Year :,1973
6,Source Citation:,"CONFERENCE ON COASTAL ENGINEERING 13TH CONFERENCE PROCEEDINGS CHA PTER 20 PP. 405-418 AMERICAN SOCIETY OF CIVIL ENGINEERS VANCOUVER, B. C., CANADA JULY 10-14, 1972"
7,# Pages / Video Length:,20
8,Publication Type:,reprints (not peer-reviewed)
9,Program Report #:,ORESU-​R-​73-​002; NOAA-73062902
10,Grant/Contract #:,NOAA SEA GRANT
