,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-99-007
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Beach ball or ""whale burp""?"
3,Author:,"Osis, Vicki"
4,Publication Year :,1999
5,Publisher:,Oregon Sea Grant
6,# Pages / Video Length:,1
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,A/ESG-4
9,Grant/Contract #:,NOAA Sea Grant
10,Notes:,See also: ORESU-G-00-003
11,Abstract:,"This fact sheet describes beach balls - prickly balls made of vegetation and other materials found on beaches. The author discusses where they are found, how they might be formed and the differences between beach balls and ambergris, a substance produced by sperm whales."
