,MetadataField,Metadata
0,NSGL Document #:,ORESU-W-20-015
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Careers in Science (Coastal Engineering): Alexandra Simpson (Webinar October 28, 2020)"
3,Author:,"Simpson, Alexandra"
4,,"Carroll, Lindsay"
5,Publication Year :,2020
6,Source Citation:,"Careers in Science Investigation Webinar held October 28, 2020, Corvallis, Oregon"
7,Publisher:,"Oregon Sea Grant and published on YouTube November 23, 2020"
8,# Pages / Video Length:,22:02 minutes/seconds
9,Publication Type:,"webinars, virtual meetings, conferences, seminars"
10,Program Report #:,ORESU-W-20-015
11,Project #:,A/E/C OED 2018-21
12,URL:,https://youtu.b​e/1vmgUsffWTI
13,Abstract:,"This career webinar for students grades 6-12 features Alexandra Simpson, a doctoral student studying coastal engineering in the College of Engineering at Oregon State University. She uses drones and radar to study rip currents, waves and interactions between freshwater and saltwater. She previously interned at Ocean Renewable Power Co. in Maine. Born in San Diego, Alexandra has a bachelor's degree from Cornell University and a master's degree from OSU. Some fun facts about Alexandra: She likes surfing, woodworking and the outdoors, has a dog named Xena, and loves to play board games and Dungeons and Dragons."
