,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-73-024
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"SYMBIOTIC CILIATES FROM SOLITARY ASCIDIANS IN THE PACIFIC NORTHWEST, WITH A DESCRIPTION OF ""PARAHYPOCOMA RHAMPHISOKARYA"" N. SP"
3,Author:,"BURRESON, EUGENE M"
4,Publication Year :,1973
5,Source Citation:,"AMERICAN MICROSCOPICAL SOCIETY. TRANSACTIONS, 92(03):517-522, JULY 1973"
6,# Pages / Video Length:,6
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-73-024
9,Grant/Contract #:,NOAA SEA GRANT
