,MetadataField,Metadata
0,NSGL Document #:,ORESU-Q-78-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,UPDATE: An Interim Report on the Oregon State University Sea Grant College Program 1977-1978
3,Author:,"Wick, William Q. (Director)"
4,Publication Year :,1978
5,Publisher:,OSU Sea Grant College Program
6,# Pages / Video Length:,88
7,Publication Type:,"program reports (annual, progress, planning reports, etc)"
8,Program Report #:,ORESU-Q-78-001
9,Grant/Contract #:,NOAA Sea Grant
10,Notes:,"The digital copy is only 86 pages because two pages were blank and not scanned. The blank pages were not physically numbered, but were counted in the total number of pages of the document."
11,Abstract:,"Here at Oregon State University (OSU), Sea Grant has worked hard with Oregonians for the past 11 years to promote the wise conservation and use of marine resources. We have addressed problems that people face with our solid research talents at OSU and the University of Oregon. We have helped educate marine resource users, whether they be fishermen or lawyers. We have transmitted the results of our research to Oregonians and Oregonians have voiced their concerns about the ocean and coast to us through the Marine Advisory Program. This annual report highlights accomplishments during the 1977-1978 fiscal year. It is an interim report, brief but concise. I think it will give you a good idea of why we have chosen the projects we have and our investigator's accomplishments​."
