,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-73-012
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"""SPHAEROMYXA MAIYAI"" SP. N. (PROTOZOA: MYXOSPORIDEA), COELOZOIC PARASITE OF THE PACIFIC TOMCOD, ""MICROGADUS PROXIMUS"""
3,Author:,"MORRISON, N DONALD"
4,,"PRATT, IVAN"
5,Publication Year :,1973
6,Source Citation:,"JOURNAL OF PROTOZOOLOGY, 20(02):214-217, MAY 1973"
7,# Pages / Video Length:,4
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-​R-​73-​012; NOAA-73091904
10,Grant/Contract #:,NOAA SEA GRANT
11,Abstract:,MARINE FISH;PLASMODIUM​;SPORES;LIGHT AND SCANNING ELECTRON MICR
