,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-11-018
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Effectively communicating climate change (online video)
3,Author:,"Moser, Susznne"
4,,"Cone, Joe"
5,Publication Year :,2011
6,# Pages / Video Length:,3.5 minutes
7,Publication Type:,videos
8,Program Report #:,ORESU-V-11-018
9,Project #:,M/A-21
10,URL:,http://www.yout​ube.com/watch?v​=KQa4KkX-​PUE&feature=plc​p&context=C4de4​418VDvjVQa1PpcF​PQdj_8JHO0wN2W8​7LrJ7djWyGZBVea​Kho%3D
11,Abstract:,Dr. Susanne Moser interview by Joe Cone.
