,MetadataField,Metadata
0,NSGL Document #:,ORESU-O-12-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Confluence (Volume 1, Issue 3, Autumn 2012)"
3,Editor :,"Cooper, Rick"
4,Publication Year :,2012
5,# Pages / Video Length:,12
6,Publication Type:,periodicals
7,Program Report #:,ORESU-O-12-003
8,Project #:,M/A-21
9,Abstract:,The following articles are included in this periodical: 1. What makes people want to learn? Nathan Gilles pp. 3-7. 2. Questing for fun and Knowledge: Cait Goodwin pp. 8-9.
