,MetadataField,Metadata
0,NSGL Document #:,ORESU-L-80-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,A GUIDED BIBLIOGRAPHY OF COASTAL SALT MARSH LITERATURE WITH SPECIAL REFERENCE TO THE PACIFIC NORTHWEST REGION (SOUTH BRITISH COLUMBIA TO SAN FRANCISCO BAY)
3,Author:,"Morgan, John B."
4,Publication Year :,1980
5,Publisher:,OSU Sea Grant College Program
6,Publication Type:,directories/bib​liographies/ind​exes
7,Program Report #:,ORESU-L-80-001
8,Grant/Contract #:,NOAA Sea Grant
9,Abstract:,SALT MARSH;BIBLIOGRA​PHY
