,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-00-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,From science to public action: the Oregon approach to environmental problems (video)
3,Author:,Oregon Sea Grant
4,Publication Year :,2000
5,# Pages / Video Length:,5.5 minutes
6,Publication Type:,videos
7,Program Report #:,ORESU-V-00-001
8,Project #:,M/A-13
9,Abstract:,This videotape documents Oregon Governor Kitzhaber's thoughts--in an interview and a lecture--on salmon and watershed restoration and his policies affecting them.
