,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-19-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Rise Above Plastics Pollution Day State of Oregon Proclamation
3,Author:,"Hudson, Bryn"
4,Publication Year :,2019
5,Publisher:,Oregon Sea Grant
6,# Pages / Video Length:,1
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,ORESU-G-19-004
9,Project #:,EINT-165
10,Abstract:,"Natural Resource Policy Fellow Bryn Hudson authored the Rise Above Plastics Pollution Day proclamation. This proclamation highlights the importance of reducing single-use plastics and reducing plastic pollution. It was read and signed by Oregon Governor Kate Brown on March 14, 2019."
