,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-81-018
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"EFFECTS OF LOW TEMPERATURE ON THE DEVELOPMENT OF THE MICROSPORIDAN ""GLUGEA STEPHANI"" IN ENGLISH SOLE (""PAROPHRYS VETULUS"")"
3,Author:,"OLSON, ROBERT E"
4,Publication Year :,1981
5,Source Citation:,"JOURNAL OF WILDLIFE DISEASES, 17(04):559-562, OCTOBER 1981"
6,# Pages / Video Length:,4
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-81-018
9,Grant/Contract #:,NOAA SEA GRANT
10,Project #:,R/FSD-5
11,Abstract:,TEMPERATURE;SPO​RIDIAN;SOLE;DEV​ELOPMENT
