,MetadataField,Metadata
0,NSGL Document #:,ORESU-X-78-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,THE EFFECTS OF HEXACHLOROPHENE ON MITOCHONDRIAL AND ARTIFICIAL MEMBRANE SYSTEMS
3,Author:,"RAMBERG, DONALD ALLEN"
4,Publication Year :,1978
5,Publisher:,Oregon State University (OSU)
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X-78-004
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,MITOCHONDRIA;ME​MBRANE;PERMEABI​LITY. See digital for abstract.
