,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-74-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"OCCURRENCE OF A HAPLOSPORIDIAN IN NATIVE OYSTERS (""OSTREA LURIDA"") FROM YAQUINA BAY AND ALSEA BAY, OREGON"
3,Author:,"MIX, MICHAEL CARY"
4,,"SPRAGUE, VICTOR"
5,Publication Year :,1974
6,Source Citation:,"JOURNAL OF INVERTEBRATE PATHOLOGY, 23( ):252-254, 1974"
7,# Pages / Video Length:,3
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-​R-​74-​006; MDU NRI CB# 554
10,Grant/Contract #:,NOAA SEA GRANT
