,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-70-007
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,PLASTICS AS A FISH-HOLD LINING MATERIAL
3,Author:,"Adams, Burton W."
4,,"Fisher, R. Barry"
5,Publication Year :,1970
6,Publisher:,"Oregon State University Sea Grant, Agricultural Experiment Station (AES)"
7,# Pages / Video Length:,13
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,ORESU-​G-​70-​007; AES Circular of Information 631
10,Grant/Contract #:,NOAA Sea Grant/NSF No. 2-35187
11,Abstract:,"This publication describes the suitability of certain plastics for lining the fish-stowage compartments or pens in fishing vessels, These plastics are more suitable than stainless steel, mild steel plate with protective coatings, or aluminum, The selected plastics must be durable to resist the marine environment, of relatively Iow installation and maintenance costs, and must be easy to install and maintain."
