,MetadataField,Metadata
0,NSGL Document #:,ORESU-X-87-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Development of a restructured seafood product from squid (Loligo opalescens)
3,Author:,"Bernsten, Steven Eldon"
4,Publication Year :,1987
5,Publisher:,OSU Sea Grant College Program
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X-87-004
9,Grant/Contract #:,NOAA Sea Grant
10,Project #:,R/PD-42; R/PD-45
11,Abstract:,see digital for thesis abstract
