,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-98-024
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Foreword--Law and the governance of renewable resources: studies from northern Europe and Africa
3,Author:,"Hanna, Susan"
4,Publication Year :,1998
5,Source Citation:,"""Law and the Governance of Renewable Reources: Studies from Northern Europe and Africa,"" Erling Berge and Nils Christian Stenseth (eds.), pp. xi-xii, 1998."
6,Publisher:,Institute for Contemporary Studies Press
7,# Pages / Video Length:,3
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-98-024
10,Grant/Contract #:,NOAA Sea Grant
11,Project #:,R/FDF-06
