,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-82-010
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,PLASMA THYROID HORMONES DURING SMOLTIFICATION OF YEARLING AND UNDERYEARLING COHO SALMON AND YEARLING CHINOOK SALMON AND STEELHEAD TROUT
3,Author:,"DICKHOFF, WALTON W"
4,,"FOLMAR, LEROY C"
5,,"MIGHELL, JAMES L"
6,,"MAHNKEN, CONRAD V W"
7,Publication Year :,1982
8,Source Citation:,"AQUACULTURE, 28( ):0039-0048, 1982"
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,WSG-TA 82-10
11,Project #:,R/A-18
12,Abstract:,SALMON;TROUT;SM​OLTIFICATION;HO​RMONE
