,MetadataField,Metadata
0,NSGL Document #:,RIU-T-05-001
1,Sea Grant Program/Affiliate:,Rhode Island Sea Grant
2,Title:,Towards conservation of submerged lands: the law and policy of conservation leasing and ownership
3,Editor :,"Beck, Michael W."
4,,"Fletcher, Kristen M."
5,,"Hale, Lynne Zeitlin"
6,Publication Year :,2005
7,# Pages / Video Length:,45
8,Publication Type:,technical reports/surveys​/patents
9,Program Report #:,P1724
10,Notes:,Rhode Island Sea Grant Legal Program
11,Abstract:,"This current report is part of an ongoing series of resources that The Nature Conservancy and its partners, in particular Sea Grant, are making available to inform managers and practitioners on the potential of using submerged lands leasing and ownership as a potent tool for marine restoration and conservation."
12,,"The following chapters are inside this document: 1. Introduction and overview of The Conservancy's current efforts in submerged lands leasing and ownership. Michael W. Beck pp. 1-3. 2. The legal context of submerged lands leasing & ownership. T. Eichenberg, K. M.Fletcher, & K. Kehoe pp. 4- 16. 3. Washington case study: conservation leasing on state- owned aquatic lands in Washington State. Jay Udelhoven and M. P. Barrette pp. 17-29. 4. New York case study: new opportunities in coastal underwater land conservation Great South Bay, New York. Jonathan Kaledin pp. 30-36. 5. North Carolina case study: strategies for conserving estuarine submerged lands. Walter Clark pp. 37-39."
