,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-97-012
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"A nuclease released from ""Colletotrichum coccodes"" is not a defence gene elicitor in pea tissue"
3,Author:,"Watkins, William T."
4,,"Hadwiger, Lee A."
5,Publication Year :,1997
6,Source Citation:,"""Mycological Research,"" pre-print, 1997."
7,# Pages / Video Length:,9
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 98-05
10,Project #:,R/X-20
11,Abstract:,"Since some fungal nucleases can be released into the extracellular environment, the knowledge of their functional role is important for understanding the growth, development and survival of the fungus. Initial research indicated that a highly catalytic nuclease was released into the culture filtrate of shake cultures of ""Colletotrichum cooccodes"" (CCN). Here the authors report the purification and characterizatio​n of one ""C. coccodes"" extracellular nuclease and discuss the probability of its functional role in plant pathogen interactions."
