,MetadataField,Metadata
0,NSGL Document #:,WASHU-N-14-04a
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Sea Star (Spring 2014)
3,Editor :,"Scigliano, Eric"
4,Publication Year :,2014
5,# Pages / Video Length:,8
6,Publication Type:,periodicals
7,Program Report #:,WSG-MR 14-03
8,Project #:,A/FP-7
9,Abstract:,"Washington Sea Grant's spring 2014 issue of its quarterly newsletter. Articles include: Copepods may cope, but krill cringe when the water turns sour; Orca Bowl; what washed up after the tsunami; and why crab fishermen and tugboat captains aren't feeling crabby"
