,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-82-025
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,SYSTEMACTIC GENETIC SELECTION AND BREEDING IN SALMONID CULTURE AND ENHANCEMENT PROGRAMS
3,Author:,"HERSHBERGER, WILLIAM K"
4,,"IWAMOTO, ROBERT N"
5,Publication Year :,1982
6,Source Citation:,"Proceedings of the ELEVENTH U.S.-JAPAN MEETING ON AQUACULTURE, SALMON ENHANCEMENT, Carl J. Sindermann (editor), pp. 29-32, Tokyo, Japan, October 19-20, 1982."
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,WSG-TA 82-27
9,Abstract:,AQUACULTURE
