,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-82-020
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,THE STRAIT OF GEORGIA HERRING FISHERY A CASE HISTORY OF TIMELY MANAGEMENT AIDED BY HYDROACOUSTIC SURVEYS
3,Author:,"TRUMBLE, ROBERT J"
4,,"THORNE, RICHARD E"
5,,"LEMBERG, NORMAN A"
6,Publication Year :,1982
7,Source Citation:,"FISHERY BULLETIN, 80(02):0381-​0388, 1982"
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 82-20
10,Abstract:,HERRING;FISHERY​;GEORGIA;HYDROA​COUSTIC;RESOURC​E ASSESSMENT
