,MetadataField,Metadata
0,NSGL Document #:,WASHU-H-02-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Saltwater salmon net-pen operations: code of conduct
3,Author:,Washington Sea Grant
4,Publication Year :,2002
5,# Pages / Video Length:,8
6,Publication Type:,"handbooks, manuals, guides"
7,Program Report #:,WSG-AS 02-02
8,Project #:,A/FP-7
9,Abstract:,"Under the auspices of the Washington Fish Growers Association, saltwater salmon growers have prepared this Code of Conduct, building on guidelines for aquaculture practice from the Food and Agriculture Organization of the United Nations. The voluntary Code has general applications to all saltwater net-pen aquaculture operations in Washington waters."
