,MetadataField,Metadata
0,NSGL Document #:,ORESU-E-13-008
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Ornamental Fish Collection and Handling [exhibit]
3,Author:,"Farley, Mark"
4,,"Miller-Morgan, Tim"
5,Publication Year :,2013
6,# Pages / Video Length:,1
7,Publication Type:,educational materials
8,Program Report #:,ORESU-E-13-008
9,Project #:,A/ESG-07
10,Abstract:,An exhibit that features the collaborative research project between Oregon State University and Washington State University to learn the best techniques in collection and handling of yellow tang to have a 100% survival rate.
