,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-03-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Puget Sound drift cells: the importance of waves and wave climate
3,Author:,"Finlayson, David"
4,,"Shipman, Hugh"
5,Publication Year :,2003
6,Source Citation:,"""Puget Sound Notes,"" No. 47, September 2003."
7,# Pages / Video Length:,4
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-MA 04-03
10,Project #:,R/ES-43
11,Abstract:,"To better interpret the evolution and behavior of beaches and coastlines, geomorphologist​s developed the concept of a littoral cell. Just as watersheds delineate the boundary of a river system, littoral cells are landscape-scale units that delineate the boundary of a beach-sediment system. Waves supply energy to the cell, and the dissipation of wave energy drives the erosion and transport of beach material along the shoreline. When wave energy is insufficient to mobilize sediment further, deposition and accumulation occur. Understanding how waves interact with sediment and, in particular, their influence on the long- term redistribution of sediment along the shoreline, is central to evaluating the operation of littoral cells. This brief article applies the concept of littoral drift cells to Puget Sound."
