,MetadataField,Metadata
0,NSGL Document #:,WASHU-T-71-005
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,ENVIRONMENTAL MANAGEMENT FOR PUGET SOUND: CERTAIN PROBLEMS OF POLITICAL ORGANIZATION AND ALTERNATIVE APPROACHES
3,Author:,"Spencer, Wallace H."
4,Publication Year :,1971
5,Publisher:,University of Washington Sea Grant Program
6,# Pages / Video Length:,50
7,Publication Type:,technical reports/surveys​/patents
8,Program Report #:,WSG-MP 71-2
9,Grant/Contract #:,NOAA Sea Grant/Natl. Science Foundation Grant
10,Abstract:,"This paper is an attempt to describe alternative means by which the uses of water and the adjacent land of the Puget Sound region can be organized and managed. In the process, attention will be given both to relevant literature concerning environmental policy and management and to structural arrangements as they either have been proposed or currently exist in managing water resources. However, some unique aspects of the Puget Sound situation may limit the application of standards, forms, and practices developed elsewhere."
