,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-75-031
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,MARINE POLYMERS 6. EVALUATION OF CHITOSAN AS A STRENGTH ADDITIVE FOR ALPHA- CELLULOSE AND UNBLEACHED SULFITE PAPERS
3,Author:,"ALLAN, C G"
4,,"CROSBY, G D"
5,,"SARKANEN, KYOSTI VILHO"
6,Publication Year :,1975
7,Source Citation:,"INTERNATIONAL PAPER PHYSICS CONFERENCE 1975 MEETING PROCEEDINGS P P. 109-114 ELLENVILLE, NEW YORK SEPT. 21-25, 1975"
8,Publication Type:,reprints (not peer-reviewed)
9,Program Report #:,WSG-TA 75-10
