,MetadataField,Metadata
0,NSGL Document #:,WISCU-N-07-01b
1,Sea Grant Program/Affiliate:,Wisconsin Sea Grant
2,Title:,Aquatic Sciences Chronicle (Spring 2007)
3,Author:,"Wittman, Stephen"
4,,"White, Elizabeth A."
5,,"Karl, John"
6,,"Schmitt, Kathleen"
7,,"Sweeney, Brian"
8,Publication Year :,2007
9,Publisher:,U of Wisconsin Sea Grant
10,# Pages / Video Length:,8
11,Publication Type:,periodicals
12,Program Report #:,WISCU-N-07-01b
13,Grant/Contract #:,NOAA Sea Grant
14,Abstract:,"The following articles are included this newsletter: 1. Earthwatch radio ends 35-year run (Richard Hoops signs off). B. Sweeney, pp. 1, 6. 2. Care for a glass of H2O? Researchers examine drinking water for signs of endocrine disruptors (estrogens in water?). B. Sweeney, p. 3. 3. Wisconsin's Jeffrey Watters hard at work in Washington, D. C. p. 4. 4. History of U.S. Great Lakes survey draws crowds (lake survey surveyed). p. 4. 5. Science expeditions 2007: alien creatures lure curious children-sea lamprey attacks adult male (exotic display). p. 5."
