,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-09-005
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Peter principle packs a peck of phytoplankton
3,Author:,"Grunbaum, Daniel"
4,Publication Year :,2009
5,Source Citation:,"""Science,"" 323:1022-1023, 20 February 2009 {doi: 10.1126/science​.1170662]."
6,DOI #:,10.1126/science​.1170662
7,# Pages / Video Length:,2
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 09-03
10,Project #:,R/B-52
11,Abstract:,Biomechanical interactions between motile cells and environmental flows may cause the rapid formation of ecologically important phytoplankton patches.
