,MetadataField,Metadata
0,NSGL Document #:,WASHU-H-90-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"YMCA Earth corps, learning to keep our earth fit for life"
3,Author:,"Dunn, Natasha"
4,,"Fort, Meredith"
5,,"Gray, Steve"
6,,"Larsen, Paul"
7,,"Maricich, Khaela"
8,,"Medeiros, Jason"
9,,"Munroe, Ervine"
10,,"Murdock, Mork"
11,,"Thung, Melina"
12,Publication Year :,1991
13,# Pages / Video Length:,31
14,Publication Type:,"handbooks, manuals, guides"
15,Program Report #:,WSG-MR 90-04
16,Project #:,E/T-10
17,Abstract:,"Students of today will largely determine the fitness of earth to sustain life for tomorrows to come. Earth Corps is a plan to develop a cadre of young leaders committed to the habitability of the planet. Earth Corps promotes global environmental understanding and action by youth through education, project development, leadership training, and international exchange. It is organized as a collaboration of students and teachers from public and private schools cordinated by the YMCA and supported by business, government, higher educational institutions and other non-profit institutions. This booklet introduces Earth Corps, roles of the YMCA, teacher advisor, and student, some project ideas, and financing."
