,MetadataField,Metadata
0,NSGL Document #:,WISCU-R-71-012
1,Sea Grant Program/Affiliate:,Wisconsin Sea Grant
2,Title:,SUPPORTIVE FORCES ON THE HUMAN BODY DURING UNDERWATER ACTIVITIES
3,Author:,"SEIREG, ALI A"
4,,"BAZ, A"
5,,"PATEL, D"
6,Publication Year :,1971
7,Source Citation:,"JOURNAL OF BIOMECHANICS, 4( ):0023-0030, 1971 PRESENTED AT: AMERICAN SOCIETY OF MECHANICAL ENGINEERS BIOMECHANICS CON FERENCE 4TH ANNUAL CONFERENCE WASHINGTON, D.C. JUNE 1-2, 1970"
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WIS-SG-72-315 NOAA-73062203
