,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-71-011
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,CHEMICAL CHARACTERIZATIO​N OF MUCILAGINOUS POLYSACCHARIDES FROM ULVACEAE SPECIES NATIVE TO PUGET SOUND
3,Author:,"MEDCALF, DARRELL GERALD"
4,,"ROOT, C F"
5,,"CRANEY, C L"
6,,"MUKHOPADHYAY, D"
7,,"MILLER, C K"
8,,"HOPEWELL, W D"
9,Publication Year :,1971
10,Source Citation:,"INTERNATIONAL SEAWEED SYMPOSIUM 7TH MEETING PP. 541-547 SAPPORO, JAPAN AUGUST 8-12, 1971"
11,Publication Type:,reprints (not peer-reviewed)
12,Program Report #:,WSG-TA 71-21 NOAA-73072002
