,MetadataField,Metadata
0,NSGL Document #:,WASHU-N-13-04b
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Sea Star (Autumn 2013): a thousand-mile crab walk
3,Editor :,"Scigliano, Eric"
4,Publication Year :,2013
5,# Pages / Video Length:,8
6,Publication Type:,periodicals
7,Program Report #:,WSG-MR 13-02
8,Project #:,C/A/PC-5
9,Abstract:,1. The Bering snow crab's thousand-mile walkabout. Margaret C. Siple pp. 2-3. 2. A code of many colors: the salmon genome revealed. Margaret C. Siple pp. 4-6.
