,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-02-014
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Obelin from the bioluminescent marine hydroid ""Obelia geniculata: cloning, expression, and comparison of some properties with those of other Ca2+-regulated photoproteins"
3,Author:,"Markova, Svetlana V."
4,,"Vysotski, Eugene S."
5,,"Blinks, John R."
6,,"Burakova, Ludmila P."
7,,"Wang, B.-C."
8,,"Lee, John"
9,Publication Year :,2002
10,Source Citation:,"""Biochemistry,"" 41(7):2227-​2236, 2002."
11,Publisher:,R/B-32
12,# Pages / Video Length:,10
13,Publication Type:,reprints (peer-reviewed)
14,Program Report #:,WSG-TA 03-03
15,Abstract:,"Here researchers describe the cloning, expression, sequencing, and some properties of recombinant obelin from the bioluminescent marine hydroid ""Obelia geniculata"" and compare those properties to those of obelin from ""O. longissima."" Though the two varieties of obelin are very similar, there are some clear differences between them."
