,MetadataField,Metadata
0,NSGL Document #:,WASHU-T-74-004
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Influence of sewage and waste disposal on specific areas of Puget Sound: some biological considerations of proposed sewage treatment plant sitings at Stadium and Union, Washington"
3,Author:,"Miller, Bruce S."
4,,"Moulton, Lawrence L."
5,,"Borton, Steven F."
6,Publication Year :,1974
7,Publisher:,U of Washington Sea Grant Program
8,# Pages / Video Length:,68
9,Publication Type:,technical reports/surveys​/patents
10,Program Report #:,WSG-TA 74-12
11,Grant/Contract #:,NOAA Sea Grant No. 04-3-158-42
12,Project #:,SWP 26/D
13,Abstract:,The objectives of the biological studies were (1) to obtain information which would help in siting the proposed sewage outfalls with minimum adverse fisheries effects and (2) to obtain baseline biological information which could be useful in follow-up studies for assessing the impact of sewage treatment facilities on the study areas.
