,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-00-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Bird watching: what biologists are learning about avian behavior
3,Author:,"Gordon, David George"
4,Publication Year :,2000
5,Source Citation:,"""Horizon Air Magazine,"" April 2000."
6,# Pages / Video Length:,7
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,WSG-MR 00-11
9,Project #:,A/PC-5
10,Abstract:,"Courtship, parenting, aggression, song, and population declines are some of the subjects being studied by biologists and bird enthusiasts in the Pacific Northwest region. This article takes a look at current research into the intelligence and instincts behind behavioral patterns in the lazuli bunting, murres, the brown-headed cowbird, prairie chickens, ptarmigan, and grouse."
